root_id	group	nt_type
720575940621138414	ME	ACH
720575940621138415	LOP	GABA
720575940621138797	LO	ACH
720575940621138902	ME	ACH
720575940621138977	SMP.FLA	ACH
720575940621139439	ME	GLUT
720575940621139482	FB	ACH
720575940621139803	ME.LA	ACH
720575940621140161	ME.LOP	ACH
720575940621140463	ME	ACH
720575940621141089	ME	GABA
720575940621141274	GNG	ACH
720575940621141487	ME	GLUT
720575940621141542	LH	GABA
720575940621142054	LH	GABA
720575940621142369	ME	GABA
720575940621142407	ME	ACH
720575940621142950	ME.LO	ACH
720575940621143174	LO	ACH
720575940621143405	ME	ACH
720575940621143617	ME	GABA
720575940621144385	SLP	GLUT
720575940621144513	ME	ACH
720575940621144564	ME.LO	ACH
720575940621144703	ME	GABA
720575940621145204	ME.LO	ACH
720575940621145332	ME	ACH
720575940621145716	LA.ME	GLUT
720575940621145792	ME.LO	ACH
720575940621145821	LO.PVLP	ACH
720575940621145876	ME	GABA
720575940621146221	ME	ACH
720575940621146294	MB_ML.MB_VL	ACH
720575940621146733	ME	ACH
720575940621146771	WED.AVLP	GABA
720575940621146790	ME.LO	ACH
720575940621146956	PLP.CRE	ACH
720575940621147233	ME	ACH
720575940621147252	ME.LO	ACH
720575940621147425	SPS.IPS	ACH
720575940621147588	PVLP.AVLP	ACH
720575940621147668	ME.LO	ACH
720575940621147730	ME	ACH
720575940621148294	ME	GLUT
720575940621148654	ME	GABA
720575940621148660	WED	GABA
720575940621148781	AL	ACH
720575940621148799	PLP	GABA
720575940621148838	ME.LOP	ACH
720575940621148948	SPS.LO	GABA
720575940621149094	ME.LOP	ACH
720575940621149197	ME	ACH
720575940621149249	ME	ACH
720575940621149350	ME	ACH
720575940621149505	LO.LOP	ACH
720575940621149679	ME	ACH
720575940621149709	GNG.PRW	ACH
720575940621149729	ME.LO	ACH
720575940621149761	ME	ACH
720575940621149793	ME	ACH
720575940621149805	ME	GLUT
720575940621149812	MB_CA.MB_ML	ACH
720575940621150061	LO	ACH
720575940621150191	GNG	ACH
720575940621150273	ME.LOP	ACH
720575940621150374	ME	ACH
720575940621150529	ME	ACH
720575940621150561	ME.LOP	ACH
720575940621150817	ME	ACH
720575940621150934	ME	ACH
720575940621150958	OCG	GLUT
720575940621151002	LO.LOP	ACH
720575940621151142	ME	ACH
720575940621151809	LO.LOP	ACH
720575940621152694	ME	GLUT
720575940621153089	ME	ACH
720575940621153306	ME	ACH
720575940621153702	ME	GABA
720575940621154584	ME	ACH
720575940621154657	ME	ACH
720575940621154694	ME	GABA
720575940621154982	ME	ACH
720575940621155092	EB	GABA
720575940621155494	ME	GABA
720575940621155845	ME.LO	ACH
720575940621155905	LA.ME	ACH
720575940621156267	ME	ACH
720575940621156417	ME	ACH
720575940621156724	ME.LO	ACH
720575940621157030	ME.LO	GLUT
720575940621157140	LO.PVLP	ACH
720575940621157364	VES.GNG	ACH
720575940621157645	GOR.GNG	ACH
720575940621157748	ME	GABA
720575940621158309	LA	ACH
720575940621158382	ME	GLUT
720575940621159302	LO.SPS	ACH
720575940621159745	ME.LO	ACH
720575940621159969	IPS	ACH
720575940621160175	ME.LO	ACH
720575940621160468	ME.LO	ACH
720575940621160870	ME	ACH
720575940621161640	LO.LOP	ACH
720575940621161862	ME	ACH
720575940621161920	ME	ACH
720575940621161933	ME	ACH
720575940621162176	LOP	GABA
720575940621162406	ME	ACH
720575940621162416	MB_CA.CRE	ACH
720575940621162572	ME	GABA
720575940621163021	MB_CA.MB_VL	ACH
720575940621163277	SLP	GLUT
720575940621163636	MB_CA.CRE	ACH
720575940621163802	AVLP	ACH
720575940621163841	LO.LOP	ACH
720575940621163892	LO.LOP	ACH
720575940621164129	ME	ACH
720575940621164148	SMP	GLUT
720575940621164532	LOP.PLP	ACH
720575940621164568	ME	ACH
720575940621164927	AL	GABA
720575940621165403	LA	ACH
720575940621165807	ME	ACH
720575940621166251	ME	GABA
720575940621166256	SMP.MB_ML	DA
720575940621166319	ME	ACH
720575940621166412	ME	GABA
720575940621166625	PLP.SPS	GABA
720575940621166719	AL	ACH
720575940621166831	ME	ACH
720575940621166972	LO.AOTU	ACH
720575940621167030	MB_CA.MB_ML	ACH
720575940621167636	LA	ACH
720575940621167681	LH.SLP	GLUT
720575940621168255	ME.LO	ACH
720575940621168449	ME	ACH
720575940621168774	ME.LA	ACH
720575940621169172	LA	ACH
720575940621169228	LO.LOP	ACH
720575940621169344	LA	GLUT
720575940621169392	ME.LOP	ACH
720575940621169432	LO	ACH
720575940621169473	ME.LO	ACH
720575940621169791	ME	ACH
720575940621170036	ME.LO	ACH
720575940621170196	ICL.SIP	GABA
720575940621170292	ME	ACH
720575940621170369	LA	GLUT
720575940621170526	SPS	GLUT
720575940621170721	VES.GNG	ACH
720575940621170880	SCL.SPS	ACH
720575940621171233	ICL.SMP	ACH
720575940621171700	GNG	ACH
720575940621171806	ME	ACH
720575940621171828	LO	GLUT
720575940621172033	LO.LOP	ACH
720575940621172044	ME.LO	ACH
720575940621172545	SAD	ACH
720575940621172596	ME	ACH
720575940621172941	AOTU.FB	ACH
720575940621173025	AVLP.SMP	ACH
720575940621173158	ME	ACH
720575940621173339	ME	ACH
720575940621173718	ME	GABA
720575940621174192	MB_CA.MB_VL	ACH
720575940621174298	ME	ACH
720575940621174337	LAL	GABA
720575940621174704	MB_CA.MB_ML	ACH
720575940621174742	PLP.MB_ML	ACH
720575940621174893	ME.LO	ACH
720575940621174960	MB_CA.MB_ML	ACH
720575940621175472	MB_CA.MB_ML	ACH
720575940621175649	ME.LO	GLUT
720575940621175744	ME	GLUT
720575940621175979	LO.AOTU	ACH
720575940621176564	FB	GLUT
720575940621176670	MB_CA.MB_VL	ACH
720575940621176710	ME	GABA
720575940621176747	ME	ACH
720575940621176837	LAL	ACH
720575940621177222	ME.LO	ACH
720575940621177765	ME	ACH
720575940621178206	MB_CA.MB_VL	ACH
720575940621178221	ME	ACH
720575940621178444	AOTU	GABA
720575940621178806	LO.LOP	ACH
720575940621179230	MB_CA.MB_ML	ACH
720575940621179329	ME	GABA
720575940621179786	ME.AOTU	ACH
720575940621180097	ME	GABA
720575940621180457	GNG	ACH
720575940621180582	ME	GABA
720575940621180912	ME.LOP	ACH
720575940621180993	ME.LOP	ACH
720575940621181004	SLP	GABA
720575940621181293	ME.LO	ACH
720575940621181376	LA	ACH
720575940621181424	ME	ACH
720575940621181537	LO	GLUT
720575940621181678	ME.LOP	ACH
720575940621181934	LH.SLP	GLUT
720575940621182145	ME	ACH
720575940621182374	ME.LO	ACH
720575940621182401	LO.SPS	GABA
720575940621182889	AL	ACH
720575940621183073	LO.LOP	ACH
720575940621183142	ME.LOP	ACH
720575940621183408	ME	ACH
720575940621183508	LO.LOP	ACH
720575940621183587	AOTU	ACH
720575940621183624	ME	ACH
720575940621183654	ME.LO	GLUT
720575940621183727	ME	GABA
720575940621183768	MB_CA.MB_ML	ACH
720575940621183841	LO	ACH
720575940621184353	ME.LO	ACH
720575940621184500	ME	ACH
720575940621184939	ME.LO	ACH
720575940621185050	AL.MB_CA	ACH
720575940621185151	LO.LOP	ACH
720575940621185451	ME	GLUT
720575940621185501	SLP	GLUT
720575940621185556	LA	ACH
720575940621185926	ME	ACH
720575940621186565	SMP	GLUT
720575940621187148	LO	ACH
720575940621187166	MB_CA.MB_VL	ACH
720575940621187265	LA	ACH
720575940621187681	ME	GLUT
720575940621187750	ME	GABA
720575940621187753	LOP	ACH
720575940621188161	ME.LOP	ACH
720575940621188272	ME	GLUT
720575940621188385	ME.LO	ACH
720575940621189214	AOTU	ACH
720575940621189358	ME	ACH
720575940621189396	LA	ACH
720575940621189473	ME	ACH
720575940621189637	MB_CA.MB_VL	ACH
720575940621189723	ME	ACH
720575940621190022	ME	GLUT
720575940621190127	ME	ACH
720575940621190383	ME	GABA
720575940621190639	LOP.ME	GLUT
720575940621190753	ME	ACH
720575940621191156	ME.LO	GLUT
720575940621191244	PVLP.AVLP	ACH
720575940621191333	ME	ACH
720575940621191407	ME	ACH
720575940621192368	ME.LO	ACH
720575940621192431	ME	ACH
720575940621192436	AL	SER
720575940621192641	LA	GLUT
720575940621192875	ME	GABA
720575940621192886	ME	GABA
720575940621193456	ME	GLUT
720575940621193485	LAL.SCL	ACH
720575940621193825	ME	ACH
720575940621193864	FB	ACH
720575940621193910	LO.LOP	ACH
720575940621194245	ME	ACH
720575940621194405	ME	ACH
720575940621194501	ME.LOP	ACH
720575940621194561	LO.LOP	ACH
720575940621195201	LOP	GLUT
720575940621195290	LO.AVLP	ACH
720575940621195540	ME	GABA
720575940621195617	LO	ACH
720575940621195696	ME	ACH
720575940621195941	LA.ME	ACH
720575940621196224	AL.LH	ACH
720575940621196459	IPS.LOP	GABA
720575940621196532	ME	ACH
720575940621197132	ME.LO	ACH
720575940621197488	ME	GABA
720575940621197900	ME	ACH
720575940621198017	SLP	GLUT
720575940621198625	ME.LO	ACH
720575940621199782	ME.LO	ACH
720575940621199966	ME	ACH
720575940621200408	AVLP	ACH
720575940621200884	ME	ACH
720575940621200961	ME.LO	ACH
720575940621200993	ME	ACH
720575940621201078	ME.LOP	ACH
720575940621201279	AOTU	ACH
720575940621201424	ME	GABA
720575940621201647	AVLP	ACH
720575940621201761	LOP	GLUT
720575940621201833	CRE	ACH
720575940621202096	AVLP.ICL	ACH
720575940621202112	ME.LO	GLUT
720575940621202200	NO	ACH
720575940621202608	MB_CA.MB_ML	ACH
720575940621202670	OCG.IPS	ACH
720575940621202701	PLP.WED	GABA
720575940621202854	LO	ACH
720575940621203297	ME.LO	GLUT
720575940621203376	MB_CA.MB_VL	ACH
720575940621203469	ME	ACH
720575940621203489	LO.AOTU	ACH
720575940621203632	AL.LH	ACH
720575940621203973	AVLP	ACH
720575940621204095	SLP	GLUT
720575940621204139	ME.LA	ACH
720575940621204417	AOTU	ACH
720575940621204463	ME	GABA
720575940621204556	AL	SER
720575940621204941	ME	ACH
720575940621205487	ME.LO	ACH
720575940621205638	ME.LO	ACH
720575940621205925	ME	ACH
720575940621205999	LO	GLUT
720575940621207105	ME.LO	ACH
720575940621207216	MB_CA.MB_ML	ACH
720575940621207517	PRW	SER
720575940621207791	ME	GLUT
720575940621207973	LOP	GLUT
720575940621208240	ME.LO	ACH
720575940621208385	ME	GABA
720575940621209071	ME.LA	ACH
720575940621209253	ME.LOP	ACH
720575940621209766	ME	GABA
720575940621210561	PLP	ACH
720575940621210582	ME.LO	ACH
720575940621210715	ME	GABA
720575940621211329	ME	GLUT
720575940621211489	LO.LOP	ACH
720575940621211584	ME.LO	ACH
720575940621211782	LO	ACH
720575940621211924	ME.LO	ACH
720575940621212143	ME	GABA
720575940621212449	ME	ACH
720575940621212737	ME	ACH
720575940621213037	ME	ACH
720575940621213318	SLP.SMP	ACH
720575940621213556	CRE.SMP	GABA
720575940621213936	ME.LO	ACH
720575940621214561	ME	GABA
720575940621214891	ME	GLUT
720575940621215103	ME	ACH
720575940621215659	LO.PLP	ACH
720575940621215809	ME.LO	ACH
720575940621215936	LOP	GLUT
720575940621216169	SMP.FB	GLUT
720575940621216982	SMP.MB_ML	DA
720575940621217044	ME	ACH
720575940621217627	ME.LOP	ACH
720575940621217728	LA	ACH
720575940621218182	ME	ACH
720575940621218324	ME.LO	ACH
720575940621218480	ME	GLUT
720575940621218694	GNG	GLUT
720575940621218729	SAD	ACH
720575940621218752	LO	ACH
720575940621218881	ME	ACH
720575940621218985	SAD	ACH
720575940621219137	ME	GLUT
720575940621219566	ME	GABA
720575940621220336	ME	ACH
720575940621220479	LOP	ACH
720575940621221614	LH	ACH
720575940621222278	LA	ACH
720575940621222491	ME	GABA
720575940621222792	GNG.SLP	GABA
720575940621222848	ME.LO	ACH
720575940621222900	SMP	ACH
720575940621223789	ME	ACH
720575940621224052	SLP	GABA
720575940621224584	LO	GLUT
720575940621225069	LO.LOP	ACH
720575940621225313	AVLP	ACH
720575940621225893	SLP.SMP	GLUT
720575940621225910	MB_CA.MB_VL	ACH
720575940621225949	ME	ACH
720575940621226405	LH.SLP	DA
720575940621226416	ME.LO	ACH
720575940621226484	SPS	GLUT
720575940621226605	ME	GABA
720575940621226661	SLP	ACH
720575940621226917	LH.SMP	ACH
720575940621227173	GNG	ACH
720575940621227617	LO	ACH
720575940621228014	ME.LO	ACH
720575940621228108	ME.LO	ACH
720575940621228168	IPS	GABA
720575940621228422	IPS	GLUT
720575940621228737	LA	GLUT
720575940621228894	MB_CA.MB_VL	ACH
720575940621228927	ME	ACH
720575940621229409	OCG	SER
720575940621229477	ME	ACH
720575940621229552	ME.LOP	ACH
720575940621229573	LO.PVLP	ACH
720575940621229633	ME.LO	ACH
720575940621229695	SLP	GLUT
720575940621229702	ME	GLUT
720575940621229915	LO	ACH
720575940621229962	GNG	ACH
720575940621230245	LO	ACH
720575940621230273	ME	GABA
720575940621230430	MB_CA.MB_ML	ACH
720575940621230726	LA	ACH
720575940621230739	AVLP.SLP	ACH
720575940621230757	ME	ACH
720575940621230785	LO.PLP	ACH
720575940621230913	ME	ACH
720575940621231269	ME.LOP	ACH
720575940621231425	ME.LO	ACH
720575940621231459	FB	ACH
720575940621231553	LA	ACH
720575940621231809	ME	GABA
720575940621231854	ME	ACH
720575940621231856	ME.LO	ACH
720575940621231966	SMP	GLUT
720575940621232064	ME	GLUT
720575940621232148	ME.LO	ACH
720575940621232193	ME.LO	ACH
720575940621232219	ME.LO	ACH
720575940621232237	ME.LO	ACH
720575940621232304	SLP	GLUT
720575940621232566	ME	ACH
720575940621233157	LO	ACH
720575940621233925	SLP	GLUT
720575940621234160	ME.LO	ACH
720575940621234347	SMP	ACH
720575940621234415	ME	GABA
720575940621234927	ME.LOP	ACH
720575940621235183	LOP	GABA
720575940621235294	LO	ACH
720575940621235732	ME	ACH
720575940621235952	ME	ACH
720575940621235988	SPS	ACH
720575940621236315	VES.GOR	ACH
720575940621236406	MB_CA.MB_ML	ACH
720575940621236556	LO.LOP	ACH
720575940621236596	LH.SLP	ACH
720575940621236651	LA	ACH
720575940621236656	SLP	GLUT
720575940621236918	ME.LOP	ACH
720575940621237086	LOP	ACH
720575940621237686	ME.LOP	ACH
720575940621237825	ME	ACH
720575940621238036	LA.ME	GABA
720575940621238098	ME	GLUT
720575940621238107	LO	ACH
720575940621238437	ME	GLUT
720575940621238593	ME.LO	ACH
720575940621238767	ME.LOP	ACH
720575940621238949	ME	GABA
720575940621239628	ME	GABA
720575940621239679	AL.MB_CA	ACH
720575940621239821	PLP	GLUT
720575940621240088	ICL.SMP	GLUT
720575940621240229	ME	ACH
720575940621240302	ME	GABA
720575940621241008	SLP.LH	GABA
720575940621241072	SAD.VES	ACH
720575940621241293	SLP	GLUT
720575940621241326	ME.LO	ACH
720575940621241699	ME	ACH
720575940621241983	ME.LO	ACH
720575940621242025	SAD.WED	ACH
720575940621242459	LA	ACH
720575940621242589	SMP	ACH
720575940621242996	ME.LO	ACH
720575940621243007	ME	ACH
720575940621243045	ME.LO	ACH
720575940621243073	LO.LOP	ACH
720575940621243526	LO	GLUT
720575940621243672	ME.LOP	ACH
720575940621244003	ME	ACH
720575940621244325	ME	ACH
720575940621244398	SPS.VES	GLUT
720575940621244429	AVLP.ICL	ACH
720575940621244540	ME.LO	ACH
720575940621244781	ME.LOP	ACH
720575940621244848	ME	GABA
720575940621245124	SMP.MB_ML	DA
720575940621245360	ME.LO	ACH
720575940621245616	ME.LO	ACH
720575940621245805	ME	GABA
720575940621246068	GNG	ACH
720575940621247085	ME.LO	ACH
720575940621247835	ME	GABA
720575940621247860	LO	ACH
720575940621247920	ME.LO	ACH
720575940621248500	LO.LOP	ACH
720575940621248621	ME	GABA
720575940621248884	ME.LOP	ACH
720575940621249007	LA	ACH
720575940621249140	ME.LO	ACH
720575940621249445	ME	ACH
720575940621249501	ME	GLUT
720575940621250013	ME	ACH
720575940621250030	LO.ME	GABA
720575940621250061	ME	ACH
720575940621250113	ME	ACH
720575940621250240	LO	GLUT
720575940621250403	ME.LOP	ACH
720575940621250486	MB_CA.MB_ML	ACH
720575940621250651	ME.AOTU	ACH
720575940621251286	ME	GLUT
720575940621251777	SLP	GLUT
720575940621251818	AL	GLUT
720575940621251937	ME	ACH
720575940621251949	ME	ACH
720575940621252261	ME	ACH
720575940621252451	ME	ACH
720575940621252468	SLP	ACH
720575940621252735	PB	GLUT
720575940621252779	ME	GABA
720575940621252869	LAL.CRE	GABA
720575940621253056	ME	GLUT
720575940621253708	ME	ACH
720575940621254057	LO.AOTU	ACH
720575940621254282	GNG	ACH
720575940621254465	ME	ACH
720575940621254534	LO	ACH
720575940621254676	ME	ACH
720575940621254790	ME	GABA
720575940621255011	FB	ACH
720575940621255489	ME.LO	ACH
720575940621255521	ME	ACH
720575940621256027	ME	ACH
720575940621256212	AL.MB_CA	ACH
720575940621256682	AVLP	ACH
720575940621257136	SCL.SPS	ACH
720575940621257340	SMP.FLA	ACH
720575940621257596	ME	ACH
720575940621257897	ICL	ACH
720575940621258149	LA.ME	GABA
720575940621258198	LO	ACH
720575940621258205	ME	ACH
720575940621259107	FB.CRE	ACH
720575940621259435	LA	GLUT
720575940621259800	MB_CA.MB_ML	ACH
720575940621259875	LO.PLP	ACH
720575940621259947	ME.LO	ACH
720575940621260020	SLP	ACH
720575940621260052	LO.PVLP	ACH
720575940621260201	SMP	ACH
720575940621260453	ME	ACH
720575940621260641	ME.LO	ACH
720575940621260643	PLP.SPS	ACH
720575940621261221	LA	ACH
720575940621261296	GNG	ACH
720575940621261684	ME	ACH
720575940621261744	LO.LOP	ACH
720575940621262100	ME	GABA
720575940621262256	ME.LOP	ACH
720575940621262356	ME	ACH
720575940621262716	LO.PVLP	ACH
720575940621263014	ME	ACH
720575940621263069	ME	GABA
720575940621263325	ME	GABA
720575940621263380	ME	GABA
720575940621263457	AL	ACH
720575940621263553	ME	GABA
720575940621263792	ME	GLUT
720575940621263837	ME	GLUT
720575940621263966	AVLP	ACH
720575940621264304	ME	ACH
720575940621264722	LA	ACH
720575940621264805	LA	ACH
720575940621264809	AVLP	ACH
720575940621264816	LO.LOP	ACH
720575940621265088	ME	ACH
720575940621265134	ME.LO	GLUT
720575940621265780	ME	ACH
720575940621266017	LO.LOP	ACH
720575940621266597	LA	ACH
720575940621266870	LO	ACH
720575940621267060	ME.LO	ACH
720575940621267316	ME	ACH
720575940621267376	LO.LOP	ACH
720575940621267555	AVLP	ACH
720575940621267888	LO.ME	ACH
720575940621267904	LO	ACH
720575940621268173	GNG.PLP	GABA
720575940621268651	PLP.SCL	GLUT
720575940621268672	ME	ACH
720575940621268827	ME	GLUT
720575940621268830	EB.FB	GLUT
720575940621268907	ME.PLP	GABA
720575940621269382	LA	ACH
720575940621269603	ME	ACH
720575940621269696	ME	ACH
720575940621269742	ME	GLUT
720575940621269884	ME	GABA
720575940621269925	ME	GLUT
720575940621269952	ME	GLUT
720575940621269998	ME	GABA
720575940621270036	LOP.LO	ACH
720575940621270042	SPS.IPS	ACH
720575940621270107	LA	ACH
720575940621270554	LO.PVLP	ACH
720575940621270637	ME	GABA
720575940621270949	ME	GLUT
720575940621271387	LA	ACH
720575940621271540	ME.LO	ACH
720575940621271974	ME.LOP	ACH
720575940621272084	ME	GABA
720575940621272230	ME.LOP	ACH
720575940621272609	LOP.PLP	ACH
720575940621272865	GNG	ACH
720575940621272998	ME	GLUT
720575940621273460	LH.SLP	ACH
720575940621273709	ME.LO	ACH
720575940621274032	LO.LOP	ACH
720575940621274211	ICL	GLUT
720575940621274689	ME	ACH
720575940621274845	SAD.GNG	GLUT
720575940621275045	LA	ACH
720575940621275094	LO.AVLP	ACH
720575940621275329	ME	GABA
720575940621275341	IPS	ACH
720575940621275374	ME.LO	ACH
720575940621275775	ME.LOP	ACH
720575940621275824	ME	GABA
720575940621276070	ME	ACH
720575940621276585	LOP.PLP	ACH
720575940621276609	ME.LO	ACH
720575940621276650	AVLP	ACH
720575940621276952	PB.FB	ACH
720575940621277025	ME	ACH
720575940621277044	ME.LO	ACH
720575940621277318	ME	GLUT
720575940621277445	LAL.CRE	ACH
720575940621277505	LOP	GLUT
720575940621277790	AVLP	ACH
720575940621277865	ICL	GLUT
720575940621278117	ME	GLUT
720575940621278166	ME	ACH
720575940621278273	ME.LO	ACH
720575940621278401	ME	ACH
720575940621278635	ME	ACH
720575940621278885	LA	ACH
720575940621279408	LH.SLP	ACH
720575940621279659	ME.LO	ACH
720575940621280545	MB_CA.MB_ML	ACH
720575940621280773	SLP.SMP	GLUT
720575940621280801	MB_CA.MB_ML	ACH
720575940621281389	ME	GLUT
720575940621281485	LOP	GABA
720575940621281729	ME.LO	ACH
720575940621282172	ME	ACH
720575940621282286	LO	ACH
720575940621282486	FLA.SMP	ACH
720575940621283163	ME	ACH
720575940621283348	ME	ACH
720575940621283462	ME	ACH
720575940621283675	LA	ACH
720575940621283750	OCG	SER
720575940621283760	PB	ACH
720575940621283931	ME	GABA
720575940621283934	PLP.IPS	ACH
720575940621284006	ME	ACH
720575940621284334	LOP.PLP	ACH
720575940621284351	ME.LO	ACH
720575940621284446	SLP.MB_ML	DA
720575940621284523	LA	ACH
720575940621285185	ME	GLUT
720575940621285229	LA	ACH
720575940621285452	AL	ACH
720575940621285552	ME.LO	ACH
720575940621286102	GNG	ACH
720575940621286126	ME	GABA
720575940621286168	ME	ACH
720575940621286565	ME	GABA
720575940621286593	ME.LO	ACH
720575940621287104	ME	GABA
720575940621287201	SPS	GLUT
720575940621287977	ME	GLUT
720575940621288216	ME	GLUT
720575940621288225	MB_CA.MB_ML	ACH
720575940621288230	GNG	ACH
720575940621289221	ME.LOP	ACH
720575940621289236	ME	ACH
720575940621289387	LO	ACH
720575940621289910	ME	GABA
720575940621290017	MB_CA.MB_ML	ACH
720575940621290260	ME	GABA
720575940621290605	PLP	ACH
720575940621290868	ME.LO	ACH
720575940621290923	ME	GLUT
720575940621291028	ME	GABA
720575940621291102	LO.AOTU	ACH
720575940621291440	LO.LOP	ACH
720575940621291636	ME	ACH
720575940621291852	AL	ACH
720575940621292016	LOP	GLUT
720575940621292208	ME.LO	ACH
720575940621292224	ME.LO	ACH
720575940621292710	ME	ACH
720575940621292726	PLP.SMP	ACH
720575940621292826	ME	GABA
720575940621292992	ME	ACH
720575940621292996	NO.FB	ACH
720575940621293477	ME	GLUT
720575940621294000	ME	GABA
720575940621294246	ME	GABA
720575940621294412	GNG	ACH
720575940621294435	ME.LO	ACH
720575940621294501	ME	ACH
720575940621294612	ME	GABA
720575940621294768	ME	GABA
720575940621294784	ME	ACH
720575940621295014	ME	GLUT
720575940621295296	ME.LOP	ACH
720575940621295536	ME	GABA
720575940621295581	ME.LO	ACH
720575940621295604	ME.LO	ACH
720575940621296006	FB.CRE	ACH
720575940621296518	ME	GLUT
720575940621296639	MB_CA.MB_ML	ACH
720575940621296816	ME.LO	ACH
720575940621297005	ME	GABA
720575940621297032	ME	GABA
720575940621297317	ME	ACH
720575940621297944	ME	ACH
720575940621298164	GNG	ACH
720575940621298523	AVLP	ACH
720575940621298597	ME	ACH
720575940621298854	ME.LOP	ACH
720575940621298949	LO.LOP	ACH
720575940621299120	ME.LO	ACH
720575940621299366	ME.LOP	ACH
720575940621299677	ME.LOP	ACH
720575940621300389	ME	ACH
720575940621300574	SLP.ICL	ACH
720575940621301274	AVLP	GABA
720575940621301857	LO	ACH
720575940621302181	ME.LO	ACH
720575940621302437	LA	ACH
720575940621302644	WED.LAL	ACH
720575940621302652	LO.LOP	ACH
720575940621302808	ME	ACH
720575940621303024	ME	GABA
720575940621303137	LO.LOP	ACH
720575940621303535	ME.LO	ACH
720575940621303905	ME.LO	ACH
720575940621304001	ME	GABA
720575940621304229	ME	ACH
720575940621304230	LO	ACH
720575940621304235	LA	ACH
720575940621304534	SMP.ICL	GLUT
720575940621304558	ME	ACH
720575940621304667	ME	ACH
720575940621304966	LA	ACH
720575940621305024	AVLP	ACH
720575940621305515	ME	GABA
720575940621305716	GNG.SCL	GABA
720575940621305953	ME.LOP	ACH
720575940621306211	LO	ACH
720575940621306459	ME.LO	ACH
720575940621306644	ME	GABA
720575940621306816	ME	GABA
720575940621306838	ME	GLUT
720575940621307230	AL	ACH
720575940621307312	LA.ME	GLUT
720575940621307489	ME.LO	ACH
720575940621307574	AL.LH	GABA
720575940621307887	LO.LOP	ACH
720575940621307892	WED.AMMC	GABA
720575940621308096	ME	ACH
720575940621308341	AVLP	ACH
720575940621308655	ME	GABA
720575940621308656	AVLP.SLP	ACH
720575940621308912	ME	ACH
720575940621308933	GNG	GABA
720575940621309110	LO	ACH
720575940621309349	ME	ACH
720575940621309534	AL	ACH
720575940621309934	LOP.PLP	ACH
720575940621309935	LOP	ACH
720575940621311110	LOP	GLUT
720575940621311197	LO.LOP	ACH
720575940621311871	ME.LOP	ACH
720575940621311965	LO.LOP	ACH
720575940621312033	MB_CA.MB_ML	ACH
720575940621312751	ME	ACH
720575940621312773	LAL	ACH
720575940621312884	ME.LO	ACH
720575940621312937	ME.LO	ACH
720575940621313216	LA	ACH
720575940621313304	ME	GABA
720575940621313416	LO.SPS	ACH
720575940621313473	ME	GLUT
720575940621313705	LO.PLP	GLUT
720575940621314124	LO.AOTU	ACH
720575940621314286	ME	GLUT
720575940621314440	ME	ACH
720575940621314543	ME	GABA
720575940621314593	AMMC	ACH
720575940621314752	AVLP	ACH
720575940621314836	IPS	ACH
720575940621315293	AL	SER
720575940621315567	LOP	GLUT
720575940621315604	ME	GABA
720575940621315750	ME	GLUT
720575940621316033	AL.MB_CA	ACH
720575940621316187	ME	GABA
720575940621316443	LO	ACH
720575940621316592	ME	ACH
720575940621316724	ME	GLUT
720575940621317119	SMP.SIP	GLUT
720575940621317381	PLP.ICL	GABA
720575940621317814	ME.LOP	ACH
720575940621317871	LO	GABA
720575940621318084	LO.AVLP	ACH
720575940621318271	ME	ACH
720575940621318420	GNG	ACH
720575940621318491	ME	GABA
720575940621319046	LO	ACH
720575940621319077	ME.LO	ACH
720575940621319156	GNG	ACH
720575940621319185	ME	GLUT
720575940621319924	GNG.VES	GABA
720575940621320052	LA.ME	ACH
720575940621321001	MB_CA.MB_VL	ACH
720575940621321057	LO.LOP	ACH
720575940621321325	ME	GABA
720575940621321412	MB_CA.MB_ML	ACH
720575940621321608	ME	ACH
720575940621321864	ME	ACH
720575940621322534	MB_CA.MB_PED	ACH
720575940621322672	LOP	ACH
720575940621323398	ME.LO	GLUT
720575940621323435	LA	ACH
720575940621323685	ME	ACH
720575940621323689	GNG	ACH
720575940621323870	ICL.SPS	ACH
720575940621323947	LA	ACH
720575940621324148	ME	ACH
720575940621324397	ME	GLUT
720575940621324635	LA	GLUT
720575940621324833	ME.LO	ACH
720575940621324927	SPS.IB	GLUT
720575940621325034	IPS.GNG	ACH
720575940621325150	SMP.FLA	GLUT
720575940621325232	LO	GABA
720575940621325290	IPS	ACH
720575940621325594	LO.LOP	ACH
720575940621325601	GNG	ACH
720575940621325993	LOP	ACH
720575940621326006	PLP.SPS	ACH
720575940621326104	ME	ACH
720575940621326262	ME	ACH
720575940621326430	SLP	GLUT
720575940621326518	ME	GLUT
720575940621326529	AOTU.VES	ACH
720575940621326597	SPS	ACH
720575940621326982	ME.LO	ACH
720575940621327195	ME.LO	ACH
720575940621327213	ME.LO	ACH
720575940621327380	ME	GABA
720575940621327552	ME	GABA
720575940621327798	LH.SLP	ACH
720575940621327913	AVLP	GABA
720575940621328148	GNG.IPS	ACH
720575940621328508	PLP.SPS	ACH
720575940621328622	LA	ACH
720575940621329328	GNG	ACH
720575940621329517	ME.LO	ACH
720575940621329524	ME.LO	ACH
720575940621329856	ME	GABA
720575940621330102	SLP.ICL	ACH
720575940621330414	ME	ACH
720575940621330415	LO	GABA
720575940621330598	LO	ACH
