cell_type,root_id,root_626,fafb_match,fafb_nblast,manc_match,manc_nblast
DNde005,720575941599034560,720575941599034560,720575940627368723,0.48,24267,0.6
AN17A003,720575941628267321,720575941628267321,720575940625287998,0.51,11513,0.58
DNpe042,720575941569801586,720575941569801586,720575940619038493,0.47,21069,0.53
DNp38,720575941502734475,720575941502734475,720575940632422219,0.48,14307,0.49
DNge151,720575941505988165,720575941505988165,720575940616167986,0.33,"13750, 17376",0.38
AN17B005,720575941567589686,720575941542458204,720575940622262493,0.41,10907,0.77
AN17A008,720575941484394125,720575941484394125,720575940612950642,0.4,10993,0.4
DNp101,720575941575652105,720575941640775455,720575940631483695,0.47,39475,0.74
AN19B010,720575941572468126,720575941572468126,720575940635891546,0.41,10595,0.58
DNp19,720575941733034283,720575941733034283,720575940616647483,0.52,11718,0.65
DNg96,720575941511281618,720575941511281618,720575940612036837,0.45,10855,0.66
ANXXX082,720575941611937709,720575941611937709,720575940630121503,0.49,13017,0.56
AN09B004,720575941732764971,720575941732764971,720575940626569554,0.49,11576,0.53
DNg66,720575941574158075,720575941574158075,720575940630956345,0.48,"12574, 13020",0.39
EA06B010,720575941633520059,720575941633520059,720575940627788032,0.31,11314,0.75
AN05B021,720575941682439613,720575941483850749,720575940613622501,0.5,12350,0.48
DNp19,720575941552603966,720575941552603966,720575940643487342,0.47,11684,0.57
DNge119,720575941633124549,720575941633124549,720575940610605614,0.47,16822,0.5
AN05B097,720575941507242309,720575941507242309,720575940634525792,0.42,11044,0.47
AN06B002,720575941440001343,720575941440001343,720575940617871394,0.52,10278,0.56
AN12B008,720575941470861120,720575941470861120,720575940618422875,0.52,11913,0.53
ANXXX041,720575941687586316,720575941687586316,720575940654227105,0.45,11500,0.51
AN07B015,720575941433051406,720575941433051406,720575940632834911,0.45,10704,0.53
AN05B099,720575941454690217,720575941633138629,720575940604865312,0.48,13074,0.54
DNp73,720575941560503155,720575941560503155,720575940629586417,0.43,10717,0.68
AN09B004,720575941460458399,720575941441886811,720575940621493068,0.53,10696,0.57
DNpe026,720575941626959771,720575941535258802,720575940625184782,0.5,17526,0.55
DNpe016,720575941404711792,720575941404711792,720575940614236200,0.5,15597,0.46
AN01A055,720575941691165848,720575941691165848,NA,0.25,19222,0.82
DNge003,720575941471297911,720575941471297911,720575940623164685,0.38,12847,0.41
DNbe003,720575941500843426,720575941531488971,720575940628627867,0.51,18076,0.63
DNp23,720575941546634428,720575941546634428,720575940610472146,0.54,27125,0.53
DNg109,720575941507249221,720575941507249221,720575940625863728,0.44,15844,0.51
MDN,720575941491012809,720575941491012809,720575940616026939,0.65,14419,0.73
DNae010,720575941476477492,720575941476477492,720575940651341558,0.53,12696,0.52
AN09B018_d,720575941535861482,720575941535861482,720575940614418794,0.48,11878,0.42
AN01A001,720575941627562634,720575941579788533,720575940628422139,0.42,10761,0.57
AN14A003,720575941533250738,720575941533250738,720575940632223457,0.46,10772,0.4
AN19B032,720575941611944668,720575941611944668,720575940612102769,0.42,12754,0.5
DNge107,720575941540246364,720575941540246364,720575940626982181,0.43,10759,0.32
AN17A014,720575941566797110,720575941566797110,720575940645199748,0.56,11237,0.52
AN01A055,720575941428568404,720575941593714027,720575940632556831,0.2,19222,0.72
DNpe031,720575941414947220,720575941414947220,720575940634750871,0.48,14301,0.37
AN04B003,720575941484965186,720575941484965186,720575940623743892,0.4,10394,0.5
ANXXX023,720575941516704761,720575941516704761,720575940622674504,0.5,100314,0.71
DNb06,720575941572669342,720575941572669342,720575940629041879,0.49,11276,0.68
DNg103,720575941566818967,720575941477053233,720575940635179871,0.52,14575,0.45
ANXXX075,720575941441901759,720575941441901759,720575940620463732,0.57,12410,0.55
DNge007,720575941513798097,720575941513798097,720575940639425112,0.49,13900,0.46
AN17A013,720575941451902542,720575941689304438,720575940628833989,0.53,10797,0.53
AN01B002,720575941578509401,720575941578509401,720575940630690678,0.54,15533,0.56
AN27X009,720575941537991907,720575941537991907,720575940629247682,0.49,12059,0.5
ANXXX102,720575941555321601,720575941555321601,720575940643683744,0.51,12514,0.59
AN05B098,720575941612667238,720575941612667238,720575940632517028,0.58,28731,0.55
AN12B005,720575941703138522,720575941703138522,720575940623264904,0.5,10245,0.57
DNp26,720575941566309174,720575941566309174,720575940619432261,0.46,11938,0.43
DNge075,720575941576562792,720575941576562792,720575940628436282,0.37,13592,0.54
AN09B024,720575941652850709,720575941580007669,720575940627758833,0.23,13749,0.44
AN08B009,720575941556912211,720575941596702597,720575940629176007,0.43,11161,0.43
ANXXX075,720575941624212732,720575941624212732,720575940612512146,0.47,12459,0.53
DNp05,720575941528667814,720575941594823537,720575940626009852,0.48,11974,0.44
AN06B007_a,720575941440355157,720575941440355157,720575940615964614,0.38,11130,0.54
DNge003,720575941657989712,720575941657989712,720575940622195625,0.42,12956,0.32
AN17A026,720575941609057389,720575941440441173,720575940616343441,0.46,12184,0.44
AN17A018,720575941556437732,720575941556437732,720575940619153136,0.56,11391,0.56
ANXXX108,720575941662302844,720575941662302844,720575940611904296,0.46,12507,0.55
ANXXX037,720575941611018314,720575941611018314,720575940635697380,0.28,11184,0.54
AN09B031,720575941601087478,720575941601087478,720575940625857923,0.19,13988,0.18
AN17B008,720575941641465682,720575941641465682,720575940639232309,0.37,17197,0.07
AN17A009,720575941520250584,720575941691258776,720575940629876473,0.5,11000,0.5
AN19B015,720575941410113451,720575941410113451,720575940629745022,0.4,11153,0.5
DNb08,720575941415598737,720575941408568238,720575940634459290,0.51,14680,0.6
AN01A055,720575941456851693,720575941456851693,NA,0.28,18797,0.6
DNb06,720575941594716523,720575941461674436,720575940637308605,0.54,11349,0.37
AN04A001,720575941611824358,720575941611824358,720575940620116001,0.44,20216,0.58
DNpe050,720575941515922778,720575941515922778,720575940624977847,0.55,15513,0.52
AN05B097,720575941416724764,720575941416724764,720575940606324402,0.52,13828,0.52
DNp104,720575941509093726,720575941626530442,720575940614137907,0.54,167413,0.56
DNpe049,720575941439620415,720575941439620415,720575940615292895,0.72,23955,0.48
DNg90,720575941504810290,720575941504810290,720575940605513649,0.5,14935,0.46
AN17A015,720575941489185488,720575941531454923,720575940616195467,0.47,11598,0.55
DNd04,720575941542898205,720575941542898205,720575940619945931,0.38,14282,0.43
AN08B007,720575941584448390,720575941584448390,720575940617286517,0.44,11227,0.44
AN07B013,720575941574252795,720575941574252795,720575940621591477,0.61,10932,0.55
ANXXX082,720575941545487365,720575941545487365,720575940621163802,0.36,11886,0.52
ANXXX023,720575941569367546,720575941569367546,720575940641791904,0.53,11741,0.54
AN08B005,720575941580654201,720575941580654201,NA,0.28,11251,0.45
DNp57,720575941496919168,720575941496919168,720575940646814340,0.53,14194,0.46
DNp38,720575941413189999,720575941413189999,720575940630236988,0.41,14018,0.42
DNb08,720575941724184890,720575941408535343,720575940642549467,0.52,13892,0.61
DNp54,720575941575633053,720575941537583336,720575940630346860,0.43,16417,0.52
MDN,720575941491065653,720575941491065653,720575940631082808,0.51,14419,0.61
AN08B007,720575941553409535,720575941438778815,720575940617286517,0.39,10954,0.28
AN05B097,720575941353897264,720575941432332641,720575940633764247,0.47,11895,0.42
AN05B097,720575941453086535,720575941453086535,720575940628397775,0.59,12925,0.47
ANXXX086,720575941493128935,720575941574753545,720575940618096321,0.57,12147,0.55
DNb04,720575941559176942,720575941559176942,720575940621226484,0.47,21685,0.4
DNge063,720575941510621968,720575941510621968,720575940617950877,0.38,11220,0.58
AN07B013,720575941542421340,720575941542421340,720575940621591477,0.53,100494,0.54
ANXXX024,720575941438942738,720575941438942738,720575940622912500,0.58,10770,0.47
AN19B009,720575941496667520,720575941496667520,720575940618092289,0.39,11006,0.55
ANXXX057,720575941574838280,720575941574838280,720575940627125842,0.36,11542,0.51
AN19B024,720575941482323651,720575941482323651,720575940632879917,0.42,11628,0.52
DNbe005,720575941484263878,720575941611992493,720575940613358450,0.4,12973,0.6
ANXXX093,720575941479639658,720575941691134872,720575940630780589,0.55,12673,0.6
AN05B094,720575941504443074,720575941504443074,720575940620407105,0.44,11533,0.49
DNge006,720575941526955266,720575941526955266,720575940633178508,0.45,15718,0.24
DNg80,720575941585621855,720575941640840991,720575940631110095,0.39,12029,0.43
AN_AVLP_GNG_23,720575941578746713,720575941578746713,720575940634381454,0.33,NA,0.45
DNpe002,720575941477812131,720575941477812131,720575940629428215,0.51,12640,0.35
DNpe006,720575941439802130,720575941658841112,720575940638013274,0.5,13473,0.65
DNpe016,720575941624437756,720575941624437756,720575940623556755,0.55,15499,0.51
DNp05,720575941402821923,720575941595542823,720575940612203482,0.55,11588,0.57
AN09B004,720575941478339377,720575941477803073,720575940632674003,0.58,12359,0.54
AN17A024,720575941607672685,720575941607672685,720575940622488103,0.56,12348,0.56
DNge099,720575941413514607,720575941490590924,720575940628883535,0.46,18135,0.33
ANXXX102,720575941723386170,720575941723386170,720575940644275223,0.54,12362,0.59
AN06B023,720575941485405250,720575941485405250,720575940612786995,0.39,21631,0.68
DNp03,720575941558607396,720575941558607396,720575940628884496,0.39,12231,0.58
AN01A006,720575941514996945,720575941499772066,NA,0.39,11336,0.47
EA06B010,720575941556189924,720575941556189924,720575940622109769,0.26,11300,0.73
AN08B005,720575941555503187,720575941555503187,720575940618202539,0.53,10785,0.49
ANXXX109,720575941527484441,720575941527484441,720575940644096712,0.29,13077,0.21
AN19B015,720575941541431644,720575941541431644,720575940611813362,0.28,13309,0.47
AN05B103,720575941524165453,720575941524165453,720575940608683477,0.52,13196,0.36
DNb04,720575941438465298,720575941438465298,720575940619582168,0.47,17989,0.41
DNb08,720575941534881368,720575941534881368,720575940642549467,0.44,13892,0.6
AN01A014,720575941495128446,720575941495128446,NA,0.45,11597,0.56
DNge046,720575941515548515,720575941515548515,720575940644758308,0.45,NA,0.37
DNge135,720575941480480963,720575941480480963,720575940635355804,0.38,22240,0.39
AN09B013,720575941482437967,720575941593285416,720575940623147802,0.5,12662,0.51
AN10B015_a,720575941574768392,720575941574768392,720575940629183131,0.44,12278,0.49
DNa05,720575941486700098,720575941486700098,720575940623062515,0.54,12319,0.61
aSP22,720575941574556744,720575941553786503,720575940629490476,0.48,13226,0.51
AN07B005,720575941613459164,720575941613459164,720575940641781152,0.65,10426,0.55
AN23B003,720575941479882346,720575941545123589,720575940636004975,0.43,153076,0.47
DNg30,720575941644756168,720575941644756168,720575940623446860,0.29,13326,0.43
AN08B013,720575941556446436,720575941556446436,720575940610610990,0.39,12013,0.42
AN17A015,720575941483848122,720575941483848122,720575940636706118,0.44,11036,0.53
DNp49,720575941592893992,720575941592893992,720575940625539984,0.42,11268,0.57
AN05B100,720575941703228634,720575941703228634,720575940617674053,0.54,12334,0.55
AN12B008,720575941493311920,720575941493311920,720575940614511614,0.54,11099,0.49
AN19B025,720575941535925018,720575941535925018,720575940622002086,0.37,12464,0.55
AN08B014,720575941448063764,720575941448063764,720575940634332570,0.36,11748,0.49
AN17A015,720575941633402604,720575941561380653,720575940621978109,0.53,11284,0.57
AN19B010,720575941535068650,720575941535068650,720575940623264904,0.55,10713,0.56
AN05B100,720575941538080754,720575941538080754,720575940622929847,0.6,11889,0.55
DNge143,720575941525186818,720575941525186818,720575940634782359,0.41,20313,0.37
DNge124,720575941642906529,720575941642906529,720575940626889491,0.5,16859,0.31
DNae001,720575941504090162,720575941504090162,720575940618167579,0.51,12939,0.45
AN12B011,720575941602005545,720575941535938314,720575940638842933,0.41,13537,0.5
AN17B007,720575941524046071,720575941560216079,720575940623368375,0.37,11076,0.47
AN08B010,720575941439395903,720575941439395903,720575940624910128,0.42,11694,0.58
DNge075,720575941537495322,720575941439786719,720575940624015287,0.43,20464,0.52
AN06B007_b,720575941550687037,720575941550687037,720575940617208065,0.38,11388,0.47
DNp58,720575941496696263,720575941496696263,720575940631309866,0.52,14171,0.46
DNg22,720575941496695751,720575941496695751,720575940621566844,0.36,14244,0.59
AN08B018,720575941514658906,720575941514658906,720575940611603502,0.45,11364,0.5
ANXXX987,720575941595237157,720575941595237157,720575940613706546,0.32,NA,0.3
AN06B025,720575941547987124,720575941625952923,720575940606224318,0.53,11262,0.6
AN05B098,720575941541075069,720575941541075069,720575940611429489,0.47,11816,0.54
DNge038,720575941539028722,720575941539028722,720575940621313414,0.39,16290,0.42
DNpe055,720575941515619427,720575941515619427,720575940613558509,0.5,13239,0.56
AN17B008,720575941411740817,720575941411740817,720575940623400629,0.39,11508,0.03
ANXXX030,720575941529904312,720575941529904312,720575940633416604,0.27,10914,0.54
DNpe025,720575941459023088,720575941459023088,720575940611622826,0.44,11568,0.4
AN17A014,720575941447914772,720575941447914772,720575940635860058,0.52,11990,0.53
DNae001,720575941561655341,720575941561655341,720575940626328707,0.5,13466,0.43
DNg84,720575941542885661,720575941542885661,720575940639152361,0.51,25870,0.67
AN06B023,720575941459870278,720575941459870278,720575940626894394,0.49,12910,0.56
AN09B009,720575941552013055,720575941552013055,720575940622264444,0.4,152278,0.5
DNge038,720575941513808849,720575941513808849,720575940637603038,0.51,14836,0.39
AN17A003,720575941441901147,720575941441901147,720575940625530114,0.47,10943,0.53
DNg79,720575941480554370,720575941480554370,720575940627538434,0.45,15934,0.5
DNge084,720575941586950790,720575941651815445,720575940638088511,0.5,17871,0.65
DNg101,720575941432269271,720575941432269271,720575940614089726,0.46,13387,0.46
DNb07,720575941574675869,720575941574675869,720575940623938823,0.44,15257,0.42
DNpe032,720575941438445330,720575941438445330,720575940645693476,0.37,13517,0.55
AN07B013,720575941668844209,720575941668844209,720575940620015787,0.39,10746,0.54
AN17A014,720575941508259141,720575941529004164,720575940626986877,0.51,11159,0.53
DProN9,720575941574538504,720575941574538504,NA,0,11033,0.9
AN09B004,720575941408820271,720575941408820271,720575940623982323,0.49,23682,0.55
ANXXX106,720575941505562949,720575941505562949,720575940621512445,0.4,12342,0.41
DNxl114,720575941653882865,720575941498984161,720575940606753884,0.27,12882,0.51
AN09A007,720575941528463526,720575941528463526,720575940621512445,0.38,11587,0.56
