cell_type,root_id,root_626,fafb_match,fafb_nblast,manc_match,manc_nblast
LC44,720575941440429141,720575941440429141,720575940626874442,0.44,NA,0
Li10,720575941525787302,720575941525787302,720575940606649265,0.53,NA,0
LC17,720575941536937498,720575941536937498,720575940631872339,0.47,NA,0
LC16,720575941686580342,720575941686580342,720575940633360610,0.44,NA,0
LC17,720575941649782293,720575941649782293,720575940628546888,0.58,NA,0
LC25,720575941666166771,720575941666166771,720575940639235135,0.39,NA,0
Li15,720575941505536194,720575941613462937,720575940613622169,0.47,NA,0
LC17,720575941555229467,720575941441442907,720575940622029203,0.49,NA,0
LC13,720575941685678575,720575941685678575,720575940624574537,0.56,NA,0
LC12,720575941624167050,720575941624167050,720575940626395652,0.45,NA,0
LC17,720575941572667656,720575941572667656,720575940618723531,0.57,NA,0
LCe02,720575941542295900,720575941542295900,720575940634281442,0.4,NA,0
LC18,720575941554589185,720575941554589185,720575940626097681,0.35,NA,0
LC13,720575941589278348,720575941589278348,720575940625253705,0.47,NA,0
Li10,720575941543562588,720575941438729045,720575940621563757,0.47,NA,0
LPT58,720575941460383302,720575941460383302,720575940625654164,0.39,NA,0
Li17,720575941667719857,720575941667719857,720575940622066666,0.43,NA,0
LC17,720575941587007300,720575941587007300,720575940613005791,0.55,NA,0
Li05,720575941596360128,720575941596360128,720575940636332143,0.53,NA,0
LC37,720575941681153469,720575941681153469,720575940640432701,0.43,NA,0
Li01,720575941567589876,720575941567589876,720575940618214849,0.48,NA,0
LC46,720575941585318534,720575941585318534,720575940634879845,0.47,NA,0
LPT42_Nod4,720575941521570743,720575941521570743,720575940625992781,0.54,NA,0
PLP254,720575941451763834,720575941451763834,720575940624601331,0.46,NA,0
cM18,720575941572246942,720575941572246942,720575940616362562,0.32,NA,0
LC40,720575941451176617,720575941451176617,720575940622862324,0.47,NA,0
LC15,720575941461602317,720575941461602317,720575940607088329,0.49,NA,0
LC40,720575941432074415,720575941503792834,720575940630342135,0.45,NA,0
cLP02,720575941473184315,720575941473184315,720575940622588165,0.36,NA,0
LPT52,720575941560440335,720575941560440335,720575940640716928,0.46,NA,0
Li10,720575941479601514,720575941506273118,720575940619681950,0.46,NA,0
LC13,720575941472661290,720575941472661290,720575940622217025,0.52,NA,0
cM02b,720575941626951020,720575941528306104,720575940617064716,0.42,NA,0
cM02b,720575941532619467,720575941473087072,720575940633992147,0.46,NA,0
Li17,720575941645861496,720575941496870881,720575940608038921,0.43,NA,0
Li04,720575941522314167,720575941645079240,720575940640454051,0.51,NA,0
LPC2,720575941428986872,720575941428986872,720575940632484492,0.36,NA,0
LLPt,720575941574594664,720575941574594664,720575940621041573,0.32,NA,0
LMt4,720575941508366096,720575941508366096,720575940611838050,0.3,NA,0
cLP02,720575941595089189,720575941595089189,720575940604081836,0.44,NA,0
cLP02,720575941559567908,720575941721185338,720575940604351078,0.38,NA,0
cLP02,720575941567598962,720575941567598962,720575940630334586,0.33,NA,0
LMt3,720575941482229155,720575941563912599,720575940621101141,0.27,NA,0
cLP02,720575941428865784,720575941428865784,720575940625302474,0.35,NA,0
Li17,720575941581005905,720575941504043836,720575940621709505,0.47,NA,0
LC13,720575941563013218,720575941563013218,720575940636144752,0.52,NA,0
cLP01,720575941595769895,720575941595769895,720575940621744731,0.28,NA,0
Y11,720575941672537511,720575941470192605,720575940631694098,0.48,NA,0
LCe01b,720575941353964592,720575941563394967,720575940628243867,0.5,NA,0
Li16,720575941633949637,720575941592735958,720575940627327625,0.36,NA,0
LMt2,720575941582594425,720575941686431500,720575940628912388,0.31,NA,0
Li10,720575941415517073,720575941625810233,720575940632763987,0.52,NA,0
LT80,720575941569800954,720575941569800954,720575940643188384,0.44,NA,0
Li10,720575941637030261,720575941637030261,720575940620356116,0.43,NA,0
Li13,720575941541435005,720575941494030023,720575940622694069,0.48,NA,0
Li05,720575941474213947,720575941474213947,720575940613822445,0.51,NA,0
Li08,720575941439588699,720575941439588699,720575940622647773,0.45,NA,0
LC16,720575941558479375,720575941558479375,720575940619646191,0.46,NA,0
Li18,720575941552052634,720575941552052634,720575940611141529,0.49,NA,0
LC16,720575941412383124,720575941412383124,720575940611787493,0.45,NA,0
LC16,720575941624101002,720575941624101002,720575940630914863,0.59,NA,0
LMt4,720575941639723893,720575941639723893,720575940630028560,0.35,NA,0
cLP02,720575941543630621,720575941543630621,720575940635117167,0.42,NA,0
LMa3,720575941414386972,720575941414386972,720575940617914329,0.38,NA,0
LC16,720575941640237941,720575941645256609,720575940628995884,0.48,NA,0
LCe03,720575941489339856,720575941475615041,720575940638465443,0.48,NA,0
LC4,720575941409731887,720575941402241827,720575940622939836,0.48,NA,0
LC4,720575941460153488,720575941460153488,720575940612580977,0.5,NA,0
Li10,720575941614222300,720575941703735514,720575940635273824,0.5,NA,0
Li01,720575941686550134,720575941686550134,720575940633137951,0.54,NA,0
Li05,720575941393155588,720575941393155588,720575940625185772,0.46,NA,0
LC4,720575941682468541,720575941611793129,720575940617266722,0.49,NA,0
Li01,720575941459775046,720575941459775046,720575940630358528,0.49,NA,0
TmY14,720575941646353096,720575941591878028,720575940621987199,0.38,NA,0
Li11,720575941660146768,720575941642101074,720575940631301829,0.5,NA,0
LT42,720575941605045177,720575941475101482,720575940609137500,0.46,NA,0
Li10,720575941587540190,720575941590451767,720575940618135769,0.49,NA,0
LTe12,720575941733916715,720575941519869656,720575940633324627,0.48,NA,0
LLPC2,720575941467615709,720575941467615709,720575940644355351,0.45,NA,0
LC18,720575941598026944,720575941598026944,720575940622076952,0.44,NA,0
Nod5,720575941645969016,720575941490765621,720575940633685459,0.43,NA,0
LT78,720575941438184533,720575941438184533,720575940627480092,0.36,NA,0
Li06,720575941428988335,720575941428988335,720575940626450378,0.46,NA,0
cL17,720575941626892746,720575941659068752,720575940631659461,0.44,NA,0
LCe02,720575941567603826,720575941567603826,720575940621816333,0.57,NA,0
LTe63,720575941480926850,720575941480926850,720575940623636979,0.48,NA,0
LC26,720575941547476148,720575941547476148,720575940624683620,0.54,NA,0
Li01,720575941517167353,720575941504197180,720575940621625204,0.48,NA,0
LTe47,720575941569785082,720575941569785082,720575940623360124,0.45,NA,0
LC6,720575941551956763,720575941551956763,720575940630466346,0.46,NA,0
"PLP185,PLP186",720575941730513707,720575941730513707,720575940638383704,0.42,NA,0
cM01b,720575941560113679,720575941560113679,720575940629263888,0.47,NA,0
Li10,720575941566585239,720575941513667331,720575940631870824,0.43,NA,0
LC13,720575941438828050,720575941438828050,720575940618924379,0.46,NA,0
Li17,720575941453167529,720575941453167529,720575940604070078,0.47,NA,0
Li17,720575941469208086,720575941460205968,720575940621126791,0.49,NA,0
Li02,720575941518600364,720575941518600364,720575940608156034,0.44,NA,0
LMt2,720575941654860049,720575941547793981,720575940617319766,0.29,NA,0
Li13,720575941508424517,720575941553247367,720575940625011017,0.46,NA,0
LC13,720575941496228219,720575941496228219,720575940615686715,0.54,NA,0
Li01,720575941535727843,720575941535727843,720575940638354665,0.5,NA,0
LC15,720575941425643092,720575941425643092,720575940618056404,0.56,NA,0
MeMe_e04,720575941668229875,720575941668229875,720575940624966076,0.14,NA,0
Li13,720575941634821563,720575941598552732,720575940618184139,0.43,NA,0
LC9,720575941626931564,720575941506316348,720575940622345215,0.46,NA,0
Li17,720575941572755977,720575941572755977,720575940627529274,0.47,NA,0
LC16,720575941435115662,720575941435115662,720575940607924098,0.47,NA,0
LC13,720575941511704908,720575941511704908,720575940610311025,0.5,NA,0
LTe68,720575941557224932,720575941575886223,720575940630377580,0.55,NA,0
LC16,720575941571783752,720575941571783752,720575940620512261,0.48,NA,0
Li10,720575941440719327,720575941552215962,720575940621108719,0.37,NA,0
LC16,720575941548489908,720575941593543976,720575940627179270,0.46,NA,0
LC13,720575941497705890,720575941497705890,720575940630603514,0.46,NA,0
LCe05,720575941650917873,720575941650917873,720575940622204808,0.48,NA,0
Li17,720575941689214070,720575941689214070,720575940626767612,0.45,NA,0
LC13,720575941651491857,720575941651491857,720575940631176310,0.5,NA,0
Li04,720575941542565212,720575941542565212,720575940628688104,0.46,NA,0
Li02,720575941543188229,720575941543188229,720575940653527969,0.48,NA,0
cL16,720575941484827322,720575941554286619,720575940611772514,0.34,NA,0
Li10,720575941527936077,720575941434819616,720575940637954877,0.58,NA,0
LC13,720575941446466580,720575941446466580,720575940629012012,0.42,NA,0
LC15,720575941535734506,720575941535734506,720575940627889033,0.47,NA,0
LC13,720575941574606696,720575941574606696,720575940643740452,0.53,NA,0
Li05,720575941469552759,720575941469552759,720575940632356127,0.52,NA,0
LC9,720575941544191773,720575941576065384,720575940616721921,0.29,NA,0
cLP03,720575941521247411,720575941521247411,720575940615944337,0.41,NA,0
Li04,720575941439706319,720575941439706319,720575940638492506,0.5,NA,0
Li10,720575941534754136,720575941534754136,720575940620984411,0.55,NA,0
LC11,720575941652096277,720575941652096277,720575940623145963,0.51,NA,0
LC20b,720575941565475218,720575941525765030,720575940621391971,0.43,NA,0
LC12,720575941404804976,720575941404804976,720575940638352547,0.44,NA,0
Li12,720575941593766507,720575941593766507,720575940633062564,0.52,NA,0
Li10,720575941536122712,720575941669232039,720575940630675326,0.5,NA,0
LC13,720575941576460889,720575941576460889,720575940616981312,0.45,NA,0
Li10,720575941527806466,720575941656536344,720575940625471101,0.5,NA,0
LC16,720575941643279304,720575941643279304,720575940613261795,0.46,NA,0
LCe05,720575941614386140,720575941533487282,720575940622204808,0.54,NA,0
Li10,720575941583093881,720575941638523167,720575940631511127,0.53,NA,0
Li04,720575941492543436,720575941433372814,720575940626593411,0.39,NA,0
Li02,720575941524709709,720575941524709709,720575940635351447,0.44,NA,0
T5b,720575941516622995,720575941516622995,720575940616141324,0.61,NA,0
Li17,720575941733977899,720575941550043647,720575940622066666,0.46,NA,0
Li05,720575941475575105,720575941475575105,720575940630476410,0.44,NA,0
Li03,720575941652907225,720575941652907225,720575940615732383,0.42,NA,0
LTe55,720575941451277946,720575941451277946,720575940616992454,0.43,NA,0
SMP588,720575941581872249,720575941581872249,720575940621164148,0.53,NA,0
LPC1,720575941524717389,720575941524717389,720575940638623710,0.28,NA,0
LCe01a,720575941504234149,720575941504234149,720575940628778773,0.44,NA,0
Li12,720575941646269816,720575941439352031,720575940637208206,0.43,NA,0
Li10,720575941504552535,720575941562990343,720575940623648013,0.44,NA,0
LC16,720575941464880909,720575941569083892,720575940619646191,0.5,NA,0
LC46,720575941652331793,720575941652331793,720575940621073243,0.5,NA,0
LT11,720575941536356440,720575941604504054,720575940607635913,0.48,NA,0
LC16,720575941524725325,720575941524725325,720575940627100176,0.56,NA,0
Li17,720575941672596391,720575941533032536,720575940618717611,0.51,NA,0
LC16,720575941583012191,720575941583012191,720575940610397845,0.56,NA,0
LC26,720575941482576323,720575941482576323,720575940610230852,0.52,NA,0
LC12,720575941652915161,720575941652915161,720575940623208269,0.49,NA,0
Li05,720575941412372369,720575941412372369,720575940624834121,0.52,NA,0
LPC1,720575941581864057,720575941581864057,720575940617051293,0.35,NA,0
LC17,720575941654617873,720575941496953929,720575940629411781,0.56,NA,0
cLP02,720575941652887257,720575941652887257,720575940633163437,0.41,NA,0
Li02,720575941464775766,720575941464775766,720575940653527969,0.43,NA,0
Dm3p,720575941516721324,720575941516721324,720575940624566453,0.45,NA,0
Li17,720575941408273070,720575941408273070,720575940636539108,0.49,NA,0
MeMe_e02,720575941541572813,720575941477229873,720575940647253795,0.4,NA,0
LC12,720575941623894218,720575941623894218,720575940618090433,0.5,NA,0
LC12,720575941612886886,720575941565858151,720575940631342843,0.65,NA,0
Li02,720575941653127445,720575941487096838,720575940609980611,0.47,NA,0
Li05,720575941651917845,720575941651917845,720575940608867339,0.6,NA,0
LC12,720575941540720669,720575941540720669,720575940609933010,0.36,NA,0
cL20,720575941547815612,720575941668662771,720575940618116569,0.5,NA,0
LT39,720575941577405878,720575941408753326,720575940644702112,0.35,NA,0
LC12,720575941627028076,720575941628411449,720575940625056266,0.44,NA,0
LC17,720575941571205704,720575941571205704,720575940633498976,0.53,NA,0
LC12,720575941496873289,720575941496873289,720575940622024957,0.46,NA,0
LC12,720575941474965297,720575941474965297,720575940617345846,0.43,NA,0
LC12,720575941475525185,720575941475525185,720575940626941928,0.42,NA,0
LC16,720575941572041630,720575941572041630,720575940611787493,0.54,NA,0
LC25,720575941472392971,720575941552505627,720575940616406239,0.45,NA,0
LC12,720575941540854045,720575941540854045,720575940615856267,0.45,NA,0
LC31c,720575941457935341,720575941524630603,720575940641096144,0.48,NA,0
LC24,720575941578689369,720575941578689369,720575940619726507,0.49,NA,0
LC17,720575941525841945,720575941525841945,720575940619288198,0.53,NA,0
LC12,720575941667722417,720575941667722417,720575940614349535,0.5,NA,0
LC12,720575941548692660,720575941437291327,720575940618844501,0.36,NA,0
LC12,720575941534248280,720575941534248280,720575940620473072,0.46,NA,0
LC12,720575941440416341,720575941440416341,720575940621396115,0.43,NA,0
cM17,720575941559698468,720575941511421650,720575940626872932,0.47,NA,0
LT33,720575941472535415,720575941526862617,720575940621116807,0.54,NA,0
DCH,720575941478539060,720575941595410215,720575940639209956,0.54,NA,0
mALC3,720575941500370059,720575941500370059,720575940640053045,0.43,NA,0
OA-AL2i3,720575941672592807,720575941632601324,720575940616984588,0.24,NA,0
cM13,720575941605254134,720575941626115786,720575940635847775,0.43,NA,0
LT37,720575941612682729,720575941477146161,720575940618153105,0.51,NA,0
SMP461,720575941439761375,720575941439761375,720575940603250860,0.52,NA,0
cM02a,720575941561664371,720575941643752530,720575940620742164,0.47,NA,0
cM01a,720575941460333471,720575941574222518,720575940622584069,0.47,NA,0
cML02,720575941575056015,720575941575056015,720575940627278340,0.28,NA,0
LPT57,720575941638963573,720575941638963573,720575940613302169,0.39,NA,0
cM01c,720575941569750516,720575941569750516,720575940608098261,0.47,NA,0
cM15,720575941440871391,720575941499161673,720575940628038808,0.42,NA,0
cM06,720575941612334438,720575941612334438,720575940619286848,0.37,NA,0
cM16,720575941550831137,720575941556381668,720575940621619627,0.42,NA,0
cMLLP02,720575941487572621,720575941414030737,720575940625959667,0.42,NA,0
MeMe_e12,720575941682443453,720575941442283471,720575940627277754,0.38,NA,0
LPT57,720575941596671015,720575941639204469,720575940631985349,0.44,NA,0
MeMe_e11,720575941646029729,720575941483994042,720575940640163773,0.32,NA,0
LT37,720575941556860417,720575941495121278,720575940623072013,0.51,NA,0
5-HTPMPV01,720575941532296907,720575941408909615,720575940619787678,0.42,NA,0
mALC6,720575941609509706,720575941609509706,720575940615451042,0.46,NA,0
OA-ASM1,720575941462672595,720575941703418586,720575940624537578,0.4,NA,0
LT45,720575941535743169,720575941535743169,720575940637551461,0.36,NA,0
cL02a,720575941572467209,720575941572467209,720575940633070732,0.45,NA,0
CB0299,720575941505910853,720575941505910853,720575940611213810,0.42,NA,0
LTe48,720575941646253000,720575941653761809,720575940635102320,0.45,NA,0
cL09,720575941476645691,720575941518325164,720575940634290913,0.31,NA,0
cL02c,720575941477930403,720575941477930403,720575940643157796,0.4,NA,0
cL02b,720575941589067148,720575941589067148,720575940626690853,0.2,NA,0
cLP05,720575941690061686,720575941569679866,720575940625703923,0.5,NA,0
cL02b,720575941491743797,720575941537905613,720575940621796973,0.36,NA,0
cL02b,720575941592149758,720575941644049825,720575940626690853,0.37,NA,0
cLP04,720575941587493086,720575941519900014,720575940628357714,0.52,NA,0
cL04,720575941507428668,720575941416598044,720575940632915281,0.47,NA,0
LPT45_dCal1,720575941585670239,720575941553970055,720575940615013939,0.45,NA,0
CB0641,720575941555327489,720575941555327489,720575940642897293,0.48,NA,0
cLP02,720575941540443996,720575941540443996,720575940612160917,0.24,NA,0
cLP01,720575941406558382,720575941406558382,720575940626390078,0.33,NA,0
cLP01,720575941485059394,720575941485059394,720575940624359241,0.3,NA,0
cLP02,720575941467210262,720575941467210262,720575940614303441,0.38,NA,0
Li10,720575941570726138,720575941593805169,720575940634930969,0.41,NA,0
Li10,720575941536046424,720575941610117222,720575940632632972,0.48,NA,0
LLPt,720575941515242828,720575941645118664,720575940613119897,0.35,NA,0
cLP02,720575941579591769,720575941596571072,720575940622368694,0.41,NA,0
cLP01,720575941539366386,720575941539366386,720575940630878519,0.29,NA,0
Li04,720575941459646916,720575941459646916,720575940640454051,0.36,NA,0
LMa1,720575941570409374,720575941570409374,720575940632876708,0.39,NA,0
Li17,720575941529295051,720575941529295051,720575940627529274,0.49,NA,0
cLP01,720575941685434351,720575941685434351,720575940621744731,0.24,NA,0
LC10c,720575941487506498,720575941631378914,720575940605300145,0.45,NA,0
cLP02,720575941537669658,720575941506913559,720575940622368694,0.33,NA,0
cLP02,720575941531191499,720575941531191499,720575940630334586,0.41,NA,0
cLP01,720575941534221594,720575941534221594,720575940628777371,0.37,NA,0
LPC2,720575941623630588,720575941623630588,720575940646884131,0.33,NA,0
cLP02,720575941410484847,720575941410484847,720575940618693917,0.34,NA,0
cLP02,720575941541431165,720575941645391009,720575940633163437,0.35,NA,0
cLP01,720575941502395586,720575941502395586,720575940630878519,0.36,NA,0
Li17,720575941402513776,720575941402513776,720575940640112445,0.48,NA,0
cLP02,720575941626483099,720575941626483099,720575940606764734,0.31,NA,0
cLP02,720575941670942385,720575941508927442,720575940604081836,0.37,NA,0
LLPt,720575941513433187,720575941513433187,720575940615075326,0.37,NA,0
MTe24,720575941586666206,720575941586666206,720575940626822233,0.27,NA,0
LMt2,720575941441311573,720575941574543208,720575940615533730,0.31,NA,0
LMa1,720575941603366585,720575941603366585,720575940614982184,0.38,NA,0
LC21,720575941494105287,720575941494105287,720575940616352953,0.37,NA,0
LMt4,720575941599841216,720575941462310032,720575940622668671,0.42,NA,0
LPC2,720575941624781706,720575941624781706,720575940615114914,0.35,NA,0
cLP01,720575941626963914,720575941649827093,720575940625769530,0.37,NA,0
cLP01,720575941475443252,720575941475443252,720575940611863928,0.26,NA,0
OA-AL2i1,720575941576006664,720575941464136973,720575940631180599,0.39,NA,0
OA-AL2i4,720575941415703441,720575941527377945,720575940631584876,0.4,NA,0
OA-AL2b2,720575941468165974,720575941467101782,720575940625525740,0.34,NA,0
OA-AL2b2,720575941500397385,720575941614891795,720575940625525740,0.27,NA,0
aMe24,720575941509451614,720575941516256346,720575940649577337,0.45,NA,0
CB0007,720575941645330849,720575941645330849,720575940637078106,0.62,NA,0
mALC4,720575941501336738,720575941590714878,720575940639165247,0.41,NA,0
mALC6,720575941547071849,720575941547071849,720575940615451042,0.49,NA,0
LT47,720575941593918827,720575941593918827,720575940631292667,0.4,NA,0
LTe66,720575941430194135,720575941430194135,720575940630721150,0.57,NA,0
cLM01,720575941529254276,720575941529254276,720575940608367746,0.31,NA,0
LTe66,720575941532510155,720575941554247652,720575940603011808,0.61,NA,0
LTe65,720575941520555224,720575941459807888,720575940605829065,0.58,NA,0
LTe49d,720575941545280948,720575941545280948,720575940643325069,0.44,NA,0
LC46,720575941476969281,720575941476969281,720575940625972879,0.46,NA,0
PLP241,720575941471823712,720575941471823712,720575940622757247,0.57,NA,0
LTe49e,720575941463586704,720575941497546658,720575940619011749,0.42,NA,0
LTe49a,720575941517309689,720575941528256422,720575940640659800,0.52,NA,0
CB3866,720575941656545748,720575941352533552,720575940623464150,0.52,NA,0
LTe65,720575941505710642,720575941599842345,720575940616138123,0.57,NA,0
CB1997,720575941527938214,720575941527938214,720575940610913177,0.41,NA,0
LAL047,720575941627184522,720575941575065609,720575940625450680,0.57,NA,0
cLLP02,720575941562850605,720575941566972775,720575940632426002,0.41,NA,0
LC13,720575941394806678,720575941508332560,720575940625033998,0.48,NA,0
LC17,720575941483980474,720575941483980474,720575940648342905,0.53,NA,0
LC13,720575941467991638,720575941546915516,720575940625675010,0.49,NA,0
Li10,720575941516846947,720575941524693506,720575940628721607,0.46,NA,0
LC13,720575941616648857,720575941454629869,720575940618940096,0.46,NA,0
LC13,720575941566036782,720575941566036782,720575940619452795,0.4,NA,0
LMt4,720575941572635805,720575941572635805,720575940622668671,0.38,NA,0
LC31a,720575941540485245,720575941540485245,720575940647528500,0.46,NA,0
LLPt,720575941499753851,720575941584073694,720575940618029627,0.29,NA,0
LC13,720575941566857623,720575941669118375,720575940625675010,0.48,NA,0
LTe57,720575941575516680,720575941478755690,720575940618660765,0.46,NA,0
LMt4,720575941543618908,720575941481489594,720575940628657975,0.48,NA,0
LPT31,720575941532974002,720575941532974002,720575940634166242,0.3,NA,0
LTe25,720575941608704877,720575941554313755,720575940645913367,0.46,NA,0
Li18,720575941519841902,720575941519841902,720575940619053873,0.4,NA,0
LC37,720575941659820312,720575941574813597,720575940628744721,0.48,NA,0
LTe62,720575941536277441,720575941536277441,720575940627486236,0.51,NA,0
Li05,720575941593082919,720575941593082919,720575940630416175,0.47,NA,0
Li10,720575941506336862,720575941506336862,720575940626051086,0.49,NA,0
LC13,720575941497669794,720575941497669794,720575940622620961,0.56,NA,0
cM03,720575941413839215,720575941437380415,720575940623804307,0.32,NA,0
cLP03,720575941485637126,720575941485637126,720575940626288661,0.43,NA,0
cL18,720575941507548476,720575941595592817,720575940618833624,0.48,NA,0
cLP03,720575941450758727,720575941450758727,720575940656144801,0.46,NA,0
cLP03,720575941390723076,720575941390723076,720575940616580255,0.33,NA,0
cLP03,720575941507227717,720575941507227717,720575940616263436,0.43,NA,0
cLP03,720575941613117081,720575941613117081,720575940633113937,0.42,NA,0
LC46,720575941552704318,720575941552704318,720575940630969939,0.49,NA,0
cLP03,720575941591374443,720575941591374443,720575940626288661,0.43,NA,0
cLP03,720575941689690230,720575941516604844,720575940636118452,0.41,NA,0
cLP03,720575941569918708,720575941569918708,720575940636118452,0.37,NA,0
cLP03,720575941643824210,720575941643824210,720575940616365535,0.44,NA,0
cLP03,720575941495210183,720575941495210183,720575940616580255,0.45,NA,0
PLP241,720575941559188013,720575941559188013,720575940622757247,0.59,NA,0
LC46,720575941544234940,720575941544234940,720575940609745777,0.48,NA,0
LTe49c,720575941513951052,720575941513951052,720575940607969289,0.45,NA,0
LTe49d,720575941456538864,720575941456538864,720575940643325069,0.52,NA,0
LTe66,720575941469953501,720575941469953501,720575940630721150,0.53,NA,0
cL01,720575941392986884,720575941392986884,720575940610390746,0.41,NA,0
cL01,720575941555283201,720575941555283201,720575940619056088,0.47,NA,0
CB2197,720575941554924801,720575941554924801,720575940632316205,0.46,NA,0
cL01,720575941431223215,720575941431223215,720575940622669567,0.45,NA,0
cL01,720575941471793419,720575941471793419,720575940610390746,0.41,NA,0
cL01,720575941653922289,720575941565792407,720575940619056088,0.46,NA,0
cM19,720575941548431284,720575941585735134,720575940635520489,0.19,NA,0
PLP051,720575941524634443,720575941524634443,720575940625380169,0.51,NA,0
cLP01,720575941556707155,720575941504039845,720575940624359241,0.27,NA,0
Li04,720575941522111159,720575941596844421,720575940621961257,0.49,NA,0
Li04,720575941528841638,720575941594094187,720575940627782025,0.46,NA,0
aMe17a2,720575941536392626,720575941487116098,720575940623877475,0.34,NA,0
LMt4,720575941590907447,720575941458017862,720575940613155225,0.34,NA,0
PLP231,720575941520312792,720575941593644651,720575940623943404,0.41,NA,0
cLP01,720575941448356942,720575941448356942,720575940621084352,0.26,NA,0
LTe45,720575941528002050,720575941532817125,720575940625065963,0.47,NA,0
Li02,720575941561481587,720575941451083433,720575940618401445,0.41,NA,0
PLP231,720575941596885873,720575941428107604,720575940625025680,0.4,NA,0
Li01,720575941574419784,720575941656840272,720575940621171828,0.51,NA,0
LC16,720575941489042382,720575941489042382,720575940624412222,0.43,NA,0
LC15,720575941461949892,720575941461949892,720575940630204098,0.54,NA,0
LC16,720575941507388695,720575941507388695,720575940622018698,0.5,NA,0
Li10,720575941520487022,720575941480815555,720575940628565391,0.56,NA,0
LC24,720575941505429954,720575941529244036,720575940612896485,0.5,NA,0
LC16,720575941489145550,720575941489145550,720575940623368629,0.52,NA,0
LC12,720575941464808022,720575941464808022,720575940621228992,0.53,NA,0
LCe01b,720575941561229480,720575941561229480,720575940606258110,0.45,NA,0
LC17,720575941616542873,720575941576558425,720575940622089057,0.51,NA,0
LC26,720575941561299059,720575941411270767,720575940628788552,0.49,NA,0
LC16,720575941617906559,720575941617906559,720575940621535809,0.52,NA,0
LC24,720575941536588570,720575941536588570,720575940618860081,0.47,NA,0
LCe01b,720575941613086182,720575941552028955,720575940617019905,0.5,NA,0
LCe02,720575941478293278,720575941439819349,720575940628188751,0.25,NA,0
LC12,720575941526759780,720575941526759780,720575940622619018,0.52,NA,0
LC15,720575941640569119,720575941640569119,720575940618056404,0.56,NA,0
LC12,720575941495485312,720575941495485312,720575940609428178,0.46,NA,0
LCe02,720575941497687936,720575941410505583,720575940606352050,0.57,NA,0
LC16,720575941550492705,720575941480984003,720575940622319913,0.5,NA,0
Li02,720575941489614567,720575941489614567,720575940631833431,0.43,NA,0
Li10,720575941458982355,720575941458982355,720575940618968512,0.51,NA,0
LC16,720575941459823174,720575941459823174,720575940614402966,0.45,NA,0
LC15,720575941472987968,720575941565178471,720575940608067029,0.41,NA,0
LC16,720575941427987284,720575941427987284,720575940618566657,0.46,NA,0
Pm01,720575941580828497,720575941513598467,720575940624855479,0.41,NA,0
LC12,720575941491599157,720575941496138951,720575940616474625,0.51,NA,0
LC16,720575941488640713,720575941488640713,720575940611787493,0.49,NA,0
LC15,720575941471712523,720575941471712523,720575940622497791,0.51,NA,0
LC15,720575941505019973,720575941505019973,720575940619685803,0.55,NA,0
LC16,720575941507805569,720575941507805569,720575940618566657,0.47,NA,0
LC15,720575941575912200,720575941414095505,720575940632005195,0.46,NA,0
LCe02,720575941448582749,720575941448582749,720575940626821182,0.43,NA,0
LC12,720575941484144838,720575941439456603,720575940637136454,0.46,NA,0
LC16,720575941496912865,720575941496912865,720575940621608363,0.43,NA,0
LC16,720575941623915931,720575941623915931,720575940623429645,0.46,NA,0
LC12,720575941603354297,720575941603354297,720575940621962219,0.47,NA,0
Li10,720575941655906265,720575941467687133,720575940621563757,0.5,NA,0
LC16,720575941536456682,720575941459870534,720575940626542985,0.48,NA,0
LC16,720575941504433643,720575941525726374,720575940650937078,0.48,NA,0
LC16,720575941590763660,720575941590763660,720575940628499582,0.48,NA,0
LC15,720575941626786186,720575941626786186,720575940648664708,0.55,NA,0
LC17,720575941512630348,720575941512630348,720575940605173705,0.54,NA,0
LC16,720575941409079723,720575941409079723,720575940627100176,0.45,NA,0
LC25,720575941451224142,720575941451224142,720575940631589284,0.43,NA,0
LC16,720575941557275684,720575941557275684,720575940620490093,0.43,NA,0
LCe03,720575941535779555,720575941535779555,720575940635667607,0.41,NA,0
LC12,720575941526972749,720575941526972749,720575940615111611,0.41,NA,0
LC26,720575941393711620,720575941505898812,720575940628238479,0.46,NA,0
LC12,720575941597704837,720575941569817202,720575940637558589,0.49,NA,0
LC12,720575941464811350,720575941464811350,720575940613337041,0.43,NA,0
LC13,720575941459611076,720575941459611076,720575940633397146,0.4,NA,0
LC16,720575941447606709,720575941447606709,720575940622419480,0.5,NA,0
LC13,720575941451944270,720575941554202395,720575940618940096,0.49,NA,0
LC26,720575941505825842,720575941591554667,720575940627295844,0.47,NA,0
LC16,720575941431331832,720575941431331832,720575940628545406,0.45,NA,0
LC17,720575941574663272,720575941574663272,720575940606443442,0.5,NA,0
LC17,720575941476642875,720575941533243826,720575940633351322,0.56,NA,0
LC17,720575941595966422,720575941430025943,720575940623714584,0.5,NA,0
LC12,720575941541990236,720575941541990236,720575940623125491,0.46,NA,0
LC16,720575941533763338,720575941533763338,720575940620238576,0.5,NA,0
LC20b,720575941504861207,720575941504861207,720575940625702380,0.47,NA,0
LC12,720575941624041098,720575941624041098,720575940611564506,0.47,NA,0
LC12,720575941525678502,720575941525678502,720575940618090433,0.53,NA,0
LC12,720575941730458155,720575941730458155,720575940611282611,0.42,NA,0
